,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
201013,12520210.00,,,,1,1,,7,1,,,745,745,,,,,6037,,1,,,,7,33808900,-118080000,521135,1,,,,1,010C,266,LBR4R,60375739.02,46298,3101,416307,96247,0,,,,1,,,1973,,,62852,136862,2015,74010,1720.37,,,6.03757E+13
595264,17097322.00,,,81,1.5,3,,,1.5,,1181,1181,1181,,,1181,,6111,,1,1,360,,,34361201,-119063867,5500,,,,,,1110,261,,61110008,26965,2061,,97113,5,7,1,,,,,1947,1,,139620,376979,2015,237359,4077.26,,,6.111E+13
565984,17220105.00,,,,0,0,,,,,,,,,,,,6111,,,,,,,34212522,-118832338,1130,,,,,,1111,261,,61110075.1,34278,2061,,96385,0,,,,,,,,,,,20722,2015,20722,222.5,,,6.11101E+13
165325,10862180.00,1,,,2,3,,4,2,,,2130,2130,,,,,6037,,2,,,,2,34131361,-118444146,8170,,,,,,100,261,LARE15,60371417,12447,3101,27080,96424,0,,,,1,,,1966,,,422565,1005547,2015,582982,12298.48,,,6.03714E+13
79866,11963711.00,,,,1,2,,7,1,,,1039,1039,,,,,6037,,1,,,,7,34104211,-118228168,6411,,,,,,109,261,LAR2,60371852.04,12447,3101,116774,96046,0,,,,1,,,1930,,,124496,552566,2015,428070,6764.62,,,6.03719E+13
233817,13971818.00,,,,3,5,,,3,,,1850,1850,,,,,6059,,3,2,452,,,33733644,-117946470,6300,,,,,,122,261,,60590992.04,34780,1286,,96990,6,,,,,,,1964,2,,93961,558412,2015,464451,6729.86,,,6.0591E+13
246682,12739591.00,,,,2,4,,7,2,,,1322,1322,,,,,6037,,2,,,,2,33913963,-118019859,6751,,,,,,100,261,LMR1*,60375040.02,5465,3101,,96190,0,,,,1,,,1959,,,119102,282087,2015,162985,6581.3,,,6.0375E+13
473706,14487023.00,,,,2,4,,,2,,,1463,1463,,,,,6059,1,2,2,459,,,33627469,-117660202,7840,,,,,,122,261,,60590320.32,12773,1286,,96995,7,,,,,,,1974,2,,114767,335235,2015,220468,3391.94,,,6.05903E+13
34756,11824567.00,,,,2,3,,7,2,,,1656,1656,,,,,6037,,2,,,,7,34047855,-118190677,7317,,,,,,100,261,LCR3*,60375308.01,17882,3101,,96044,0,,,,1,,,1927,,,84954,234981,2015,150027,5097.67,,,6.03753E+13
957630,12036748.00,1,,,3,2,,4,3,,,1432,1432,,,,,6037,,3,,,,2,34107400,-118287000,13239,,,,,,010C,266,LAR2,60371891.01,12447,3101,274359,96008,0,,,,1,,,1989,,,196445,306146,2015,109701,3749.02,,,6.03719E+13
132741,14457063.00,,,,2.5,3,,,2.5,,,2380,2380,,,,,6059,,2,2,403,TRUE,,33550405,-117640738,4519,1,,,1,,1,261,,60590320.59,52835,1286,764106,96998,0,,1,,,,,2002,,,347367,660922,2015,313555,10881.16,,,6.05903E+13
929001,12334401.00,,,,1,2,,7,1,,,916,916,,,,,6037,,1,,,,7,33926152,-118136750,5322,1,,,,1,101,261,DOR105,60375512.02,4406,3101,,96102,0,,,,1,,,1941,,,89543,298478,2015,208935,3820.01,,,6.03755E+13
970578,11496879.00,,,,2,3,,7,2,,,883,883,,,,,6037,,2,,,,7,33878720,-118380458,7495,,,,,,100,261,MNRS,60376208.01,19177,3101,,96117,0,,,,1,,,1954,,,172808,864051,2015,691243,16687.86,Y,15,6.03762E+13
217919,13007728.00,,,,2,3,,7,2,,,1267,1267,,,,,6037,,2,,,,2,34100908,-118063094,4846,,,,,,100,261,TCR105,60374320.01,14111,3101,,96517,0,,,,1,,,1960,,,70630,162998,2015,92368,2244.57,,,6.03743E+13
1010408,14138490.00,,,,3,4,,,3,,,2435,2435,,,,,6059,,3,3,723,,,33912851,-117895771,7250,,,,,,1,261,,60590015.04,17150,1286,,97035,0,,,,,,,2004,,,352720,793000,2015,440280,9071.32,,,6.059E+13
559737,12932794.00,1,,,3,4,,4,3,,,2179,2179,,,,,6037,,3,,,,2,34080055,-117867460,13055,1,,,,1,101,261,CVR110000*,60374036,24245,3101,,96475,0,,,,1,,,1961,,,179085,302902,2015,123817,3755.15,,,6.0374E+13
299753,11030062.00,,,,1,3,,7,1,,,1366,1366,,,,,6037,,1,,,,7,34224966,-118393814,7516,,,,,,100,261,LAR1,60371212.21,12447,3101,41131,96375,0,,,,1,,,1941,,,58323,85223,2015,26900,1099.02,,,6.03712E+13
67125,12497504.00,,,,1,3,,7,1,,,1120,1120,,,,,6037,,1,,,,7,33810799,-118202855,5958,,,,,,100,261,LBR1N,60375722.02,46298,3101,276157,96240,0,,,,1,,,1946,,,87280,195287,2015,108007,2401.9,,,6.03757E+13
1045184,11604774.00,,,,1,2,,7,1,,,744,744,,,,,6037,,1,,,,7,34034658,-118382018,4918,,,,,,100,261,LAR1,60372702,12447,3101,117183,96015,0,,,,1,,,1935,,,80202,401029,2015,320827,4916.69,,,6.03727E+13
507682,10970536.00,,,,2,3,,7,2,,,1212,1212,,,,,6037,,2,,,,2,34314673,-118429414,7559,,,,,,100,261,LARS,60371060.2,12447,3101,34213,96368,0,,,,1,,,1957,,,186360,341184,2015,154824,5167.01,,,6.03711E+13
172882,12904016.00,,,,2,3,,7,2,,,1614,1614,,,,,6037,,2,,,,2,34112083,-117818366,10140,1,,,,1,101,261,SDRA10000*,60374013.11,33836,3101,,96513,0,,,,1,,,1976,,,212772,461044,2015,248272,5729.71,,,6.0374E+13
486293,13899052.00,,,,1,3,,,1,,,911,,,,,911,6059,,1,,,,,33423642,-117614989,5010,,,,,,122,261,,60590421.08,13693,1286,,96982,5,,,,,,,1954,1,,121558,415620,2015,294062,4219.32,,,6.05904E+13
1013988,11111985.00,1,,,4,3,,4,4,,,3315,3315,,,,,6037,,4,,,,2,34445012,-118540132,6011,,,,,,010D,269,SCUR1,60379201.1,54311,3101,48200,96377,0,,,,1,,,1999,,,441000,706000,2015,265000,9812.67,,,6.03792E+13
892341,13115407.00,,,,0,0,,,,,,800,800,,,,,6037,,,,,,,34276078,-118405926,,,,,,,070P,263,,60371041.05,12447,3101,40215,96361,0,,,,,,,1979,,,,,2015,,153.39,,,
574695,12928116.00,,,,1,2,,7,1,,,841,841,,,,,6037,,1,,,,7,34081706,-117947111,8660,,,,,,100,261,BPR1*,60374052.01,10241,3101,,96465,0,,,,1,,,1950,,,22613,33604,2015,10991,763.76,,,6.03741E+13
746905,11292340.00,,,,2,4,,7,2,,,1170,1170,,,,,6037,,2,,,,7,34694020,-118122709,7137,,,,,,100,261,LRR16500*,60379006.07,5534,3101,,97318,0,,,,1,,,1955,,,88375,110496,2015,22121,2108.21,,,6.0379E+13
637831,14715362.00,,,,1,1,,,1,,,685,685,,,,,6059,,1,1,0,,,33623100,-117692000,,,,,,,34,266,,60590320.14,32380,1286,,96962,0,,,,,,,1980,,,42862,148568,2015,105706,1496.8,,,6.05903E+13
168015,11648908.00,1,,,5,4,,10,5,,,5449,5449,,,,,6037,,5,,,,2,34104391,-118458255,26960,,,,,,100,261,LARE15,60372621,12447,3101,113688,96058,0,,,,1,,,2003,,,1183005,5205227,2015,4022222,63495.6,,,6.03726E+13
1030549,11673613.00,1,,,3,3,,1,3,,,3134,3134,,,,,6037,,3,,,,2,34114326,-118623804,25179,,,,,,100,261,LCR11L,60378001.02,56780,3101,,96126,0,,,,1,,,1988,,,387123,730628,2015,343505,8958.08,,,6.0378E+13
802178,14458287.00,,,,2.5,4,,,2.5,,,2134,2134,,,,,6059,,2,2,451,,,33543257,-117643880,2562,,,,,,1,261,,60590320.58,52835,1286,,96998,0,,1,,,,,2003,,,259697,545383,2015,285686,9410.5,,,6.05903E+13
900302,12598183.00,,,,2,4,,7,2,,,1686,,,1686,,,6037,,2,,,,,33835036,-118320870,6000,,,,,,200,246,TORR-MD,60376509.01,54722,3101,274895,96159,0,,,,2,,,1923,,,37078,318419,2015,281341,3915.68,,,6.03765E+13
70258,13973824.00,,,,3,3,,,3,,,1682,1682,,,,,6059,,3,2,483,TRUE,,33733899,-117889843,6000,,,1,,,122,261,,60590747.01,47568,1286,276449,97004,5,,,,,,,1956,1,,84209,158983,2015,74774,2145.98,,,6.05907E+13
50737,12129573.00,,,,1,1,,7,1,,,480,480,,,,,6037,,1,,,,7,34170341,-118043464,3129,,,,,,100,261,SRR1-CUP*,60374305.01,47695,3101,,96278,0,,,,1,,,1946,,,9782,20139,2015,10357,284.68,,,6.03743E+13
712928,11261218.00,1,,,3,4,,4,3,,,2332,2332,,,,,6037,,3,,,,2,34631351,-118226349,19037,,,,,,100,261,LCA210,60379103.01,40227,3101,,97329,0,,,,1,,,2003,,,219800,336900,2015,117100,6380.34,,,6.03791E+13
506558,17282967.00,,,,1.5,3,,,1.5,,1866,1866,1866,,,1866,,6111,1,1,2,462,,,34190993,-118856478,22900,,,,,,1110,261,,61110072.01,34278,2061,,96385,6,,1,,,,,1959,1,,149449,522548,2015,373099,5495.52,,,6.11101E+13
774148,17242480.00,,,,2,3,,,2,,1268,1268,1268,,,1268,,6111,1,2,2,420,,,34264684,-118792892,16600,,,,,,1111,261,,61110077,27110,2061,,97118,5,,,,,280,,1960,1,,130086,216807,2015,86721,2678.04,,,6.11101E+13
292541,13057860.00,1,,,3,2,,4,3,,,1523,1523,,,,,6037,,3,,,,2,34022733,-117767431,90962,,,,,,010C,266,POPRD*,60374033.21,10815,3101,,96506,0,,,,1,,,1987,,,214900,378000,2015,163100,4854.11,,,6.0374E+13
845645,14495360.00,,,,2.5,3,,,2.5,,,1718,1718,,,,,6059,,2,2,416,,,33633938,-117593352,2831,,,,,,122,261,,60590320.54,15554,1286,,96993,0,,1,,,,,1996,,,162907,231726,2015,68819,3759.2,,,6.05903E+13
993501,14257781.00,,,,1,2,,,1,,,1012,1012,,,,,6059,,1,2,600,,,33717430,-117865341,8498,,,,,,122,261,,60590742,47568,1286,276293,97007,5,,,,,,,1923,1,,30293,230536,2015,200243,2957.2,,,6.05907E+13
954109,11012455.00,1,,,2,3,,4,2,,,1368,1368,,,,,6037,,2,,,,2,34298977,-118470855,7520,,,,,,100,261,LARS,60371066.04,12447,3101,34213,96368,0,,,,1,,,1971,,,101392,168978,2015,67586,2174.45,,,6.03711E+13
198044,11755801.00,,,,3,4,,4,3,,,3214,3214,,,,,6037,,3,,,,2,34060274,-118348957,7365,,,,,,100,261,LAR1,60372162,12447,3101,274514,96017,0,,,,1,,,1925,,,159361,460745,2015,301384,5807.33,,,6.03722E+13
456156,13056010.00,1,,,1,1,,7,1,,,890,890,,,,,6037,,1,,,,2,34153843,-117908965,329397,,,,,,010C,266,LCA21*,60374006.04,37015,3101,,96464,0,,,,1,,,1986,,,95000,259000,2015,164000,3359.03,,,6.0374E+13
595632,17199034.00,,,,2.5,3,,,2.5,,893,1826,1826,,,893,,6111,1,2,2,443,,,34271043,-118891196,5155,,,,,,1111,261,,61110076.09,25974,2061,,97097,7,,1,,,,,1985,2,,148184,227963,2015,79779,2599.02,,,6.11101E+13
345284,11291799.00,1,,,2,4,,7,2,,,1553,1553,,,,,6037,,2,,,,2,34683084,-118124354,9195,,,,,,100,261,LRR16500*,60379005.01,5534,3101,,97318,0,,,,1,,,1980,,,94400,146000,2015,51600,2511.8,,,6.0379E+13
900206,12575135.00,,,,2,4,,4,2,,,1948,1948,,,,,6037,,2,,,,2,33857743,-118239279,5863,,,,,,100,261,CARS*,60375433.04,10723,3101,,96230,0,,,,1,,,1963,,,126519,189597,2015,63078,2979.91,,,6.03754E+13
48543,11518152.00,,,,2,2,,7,2,,,906,906,,,,,6037,,2,,,TRUE,2,34021000,-118375000,130748,,,1,,,010E,266,LARD2,60372360,12447,3101,268097,95997,0,,,,1,,,1949,,,79247,92916,2015,13669,1231.97,,,6.03724E+13
39764,13075726.00,1,,,3,3,,4,3,,,2268,2268,,,,,6037,,3,,,,2,34014700,-117811086,10010,,,,,,100,261,LCR18000*,60374033.19,24384,3101,,96505,0,,,,1,,,1975,,,186986,526270,2015,339284,6685.75,,,6.0374E+13
98342,12837291.00,1,,,3,3,,4,3,,,1802,1802,,,,,6037,,3,,,,2,34022192,-117941082,2343,,,,,,010D,269,LPR3*,60374077.02,39306,3101,,96488,0,,,,1,,,1989,,,199360,344130,2015,144770,4185.61,,,6.03741E+13
69539,13066593.00,1,,,3,3,,4,3,,,1677,1677,,,,,6037,,3,,,,2,34028834,-117768096,7667,,,,,,100,261,POPRD*,60374033.18,20008,3101,,96506,0,,,,1,,,1980,,,190640,424782,2015,234142,5647.46,,,6.0374E+13
2666,11075956.00,1,,,2,4,,4,2,,,2154,2154,,,,,6037,,2,,,,2,34266259,-118550444,7607,,,,,,100,261,LARS,60371112.04,12447,3101,33183,96356,0,,,,1,,,1964,,,185458,453704,2015,268246,5756.09,,,6.03711E+13
7455,12419137.00,,,,3,4,,7,3,,,2289,2289,,,,,6037,,3,,,TRUE,2,33854959,-118085236,5270,,,1,,,104,261,CERS5000,60375545.22,10774,3101,,96206,0,,,,1,,,1969,,,102570,134703,2015,32133,1785.51,,,6.03755E+13
709002,13023569.00,,,,1,3,,7,1,,,1117,1117,,,,,6037,,1,,,,7,34113192,-117903930,6083,,,,,,100,261,LCA106,60374045.04,37015,3101,,96464,0,,,,1,,,1954,,,90985,266295,2015,175310,3482.12,,,6.0374E+13
833515,17181681.00,,,,2,4,,,2,,1120,1120,1120,,,1120,,6111,,2,2,441,,,34174866,-119156536,5250,,,,,,1111,261,,61110047.16,13150,2061,,97104,6,,,,,,,1971,1,,106428,177378,2015,70950,2193.72,,,6.111E+13
605440,13935013.00,,,,2,4,,,2,,,1348,1348,,,,,6059,,2,1,360,,,33785312,-117927324,7242,,,,,,122,261,,60590884.01,24832,1286,,97047,7,,,,,,,1955,1,,69772,211544,2015,141772,2814.54,,,6.05909E+13
268916,10735974.00,1,,,3,4,,4,3,,,2347,2347,,,,,6037,,3,,,,2,34157858,-118751705,7619,1,,,,1,101,261,AHR17000*,60378003.27,9840,3101,764099,96336,0,,,,1,,,1978,,,215224,414506,2015,199282,5059.47,,,6.0378E+13
941988,11837673.00,,,,2,3,,4,2,,,1728,1728,,,,,6037,,2,,,,2,34044903,-118157860,7289,,,,,,100,261,MPR1YY,60374820.02,6021,3101,,96496,0,,,,1,,,1958,,,94384,200435,2015,106051,2820.34,,,6.03748E+13
96162,12310543.00,,,,4,5,,7,4,,,2639,,,2639,,,6037,,4,,,,,33950945,-118194997,12834,,,,,,400,248,SGR3YY,60375360,47762,3101,,96125,0,,,,4,,,1941,,,329747,750460,2015,420713,9836.6,,,6.03754E+13
582289,10973799.00,,,,2,2,,7,2,,,966,966,,,,,6037,,2,,,,7,34288281,-118428224,7209,,,,,,100,261,SFR1*,60373202.02,47547,3101,,96366,0,,,,1,,,1939,,,82245,170186,2015,87941,4591.33,,,6.03732E+13
329878,11099665.00,1,,,2,3,,4,2,,,1372,1372,,,,,6037,,2,,,,2,34224389,-118558831,13854,1,,,,1,101,261,LARA,60371134.01,12447,3101,33183,96354,0,,,,1,,,1954,,,120560,239990,2015,119430,3028.73,,,6.03711E+13
1023388,14349042.00,,,,5,5,,,5,,,4733,4733,,,,,6059,,4,4,966,TRUE,,33721834,-117750637,8720,,,1,,,122,261,,60590524.2,52650,1286,274815,96954,0,,2,,,,,1998,,,625424,1389037,2015,763613,16904.24,,,6.05905E+13
131793,14599102.00,,,,0,0,,,,,,,,,,,,6059,,,,,,,33795206,-117911568,,,,,,,34,266,,60590884.03,16764,1286,417224,97021,0,,,,,,,,,,111873,344883,2015,233010,4848.84,,,6.05909E+13
1038591,14441592.00,,,,1,2,,,1,,,1089,1089,,,,,6059,,1,2,440,,,33469340,-117689631,2400,,,,,,122,261,,60590423.13,17686,1286,,96961,0,,,,,,,1975,1,,92987,440350,2015,347363,5466.02,,,6.05904E+13
827949,13028170.00,1,,,2,4,,7,2,,,1631,1631,,,,,6037,,2,,,,2,34119187,-117885943,6042,,,,,,100,261,AZR1C*,60374040,37015,3101,,96464,0,,,,1,,,1955,,,100580,233590,2015,133010,3067.7,,,6.0374E+13
389795,11233216.00,,,,2,3,,7,2,,,1532,1532,,,,,6037,,2,,,,2,34544330,-118055939,49544,,,,,,100,261,LCA11*,60379107.12,40227,3101,,97330,0,,,,1,,,1960,,,64619,70713,2015,6094,940.02,,,6.03791E+13
290932,12666879.00,,,,2,4,,7,2,,,2167,2167,,,,,6037,,2,,,,2,33825920,-118378539,6083,,,,,,100,261,RBR-1,60376214,33612,3101,,96123,0,,,,1,,,1948,,,314256,1171535,2015,857279,14001.66,,,6.03762E+13
573972,12760124.00,,,,2,3,,7,2,,,912,912,,,,,6037,,2,,,,7,33891567,-118075160,6534,,,,,,100,261,NOR1YY,60375526.01,53636,3101,,96193,0,,,,1,,,1926,,,55307,215096,2015,159789,3008.76,,,6.03755E+13
486596,13976288.00,,,,2,4,,,2,,,1300,1300,,,,,6059,,2,2,462,,,33702868,-118021271,6000,,,,,,122,261,,60590994.04,25218,1286,,96965,6,,,,,,,1965,1,,65850,640000,2015,574150,7331.22,,,6.0591E+13
642694,11265901.00,1,,,2,4,,4,2,,,2410,2410,,,,,6037,,2,,,,2,34655632,-118180778,40821,,,,,,100,261,LRA11*,60379010.07,5534,3101,,97319,0,,,,1,,,1986,,,248734,331296,2015,82562,4785.81,,,6.0379E+13
959845,12569411.00,,,,2,4,,7,2,,,1557,1557,,,,,6037,,2,,,,7,33806316,-118211590,7122,,,,,,100,261,LBR1N,60375726,46298,3101,275989,96244,0,,,,1,,,1941,,,60083,110197,2015,50114,1571.52,,,6.03757E+13
499568,12793354.00,,,,2,3,,7,2,,,1074,1074,,,,,6037,,2,,,,7,33938884,-118025397,5951,,,,,,100,261,LCRA06,60375032.02,118225,3101,,96172,0,,,,1,,,1960,,,83816,280085,2015,196269,4378.26,,,6.0375E+13
952084,17081926.00,,,,2,3,,,2,,1354,1354,1354,,,1354,,6111,1,2,2,400,,,34274842,-119248484,6900,,,,,,1110,261,,61110019,34543,2061,,97083,5,,,,,,,1957,1,,34628,53961,2015,19333,612.88,,,6.111E+13
232890,13009357.00,,,,2,4,,7,2,,,1494,1494,,,,,6037,,2,,,,7,34096308,-118066769,9047,,,,,,100,261,TCR1YY,60374321.02,14111,3101,,96517,0,,,,1,,,1939,,,68804,105840,2015,37036,1551.17,,,6.03743E+13
580768,17187688.00,,,,2,3,,,2,,1697,1697,1697,,,1697,,6111,1,2,2,508,,,34206744,-119010775,7525,,,,,,1111,261,,61110056,51239,2061,,97091,7,,,,,302,,1980,1,,221319,365517,2015,144198,4005.28,,,6.11101E+13
11343,14102317.00,,,,2,4,,,2,,,1234,1234,,,,,6059,,2,1,360,,,33780864,-117918582,7216,,,,,,122,261,,60590885.02,24832,1286,,97047,7,,,,,,,1955,1,,72551,354427,2015,281876,4508.62,,,6.05909E+13
888919,14141947.00,13,,,2.5,3,,,2.5,,,2224,2224,,,,,6059,,2,2,441,,,33895095,-117944030,4532,,,,,,122,261,,60590017.08,24812,1286,,97043,8,,1,,,,,1978,2,,169312,635257,2015,465945,7332.76,,,6.059E+13
242339,11647734.00,,,,3,3,,1,3,,,2311,2311,,,,,6037,,3,,,,2,34066908,-118455222,9628,1,,,,1,101,261,LAR1,60372654.2,12447,3101,118920,96030,0,,,,1,,,1948,,,329923,1603513,2015,1273590,19637.03,,,6.03727E+13
443931,14423520.00,,,,3,2,,,3,,,1680,1680,,,,,6059,,3,2,400,,,33491600,-117658000,1724,,,,,,122,261,,60590422.03,33840,1286,,96985,6,,,,,,,1964,1,,124396,364572,2015,240176,3896.46,,,6.05904E+13
272276,11713817.00,,,,3,4,,4,3,,,2691,2691,,,,,6037,,3,,,,2,34007301,-118343731,5022,,,,,,100,261,LAR1,60372364,12447,3101,268097,95989,0,,,,1,,,1955,,,146015,178016,2015,32001,2416.89,,,6.03724E+13
421401,11757807.00,,,,2,4,,7,2,,,2774,2774,,,,,6037,,2,,,,2,34056365,-118313018,7502,,,,,,100,261,LAR3,60372126.2,12447,3101,274514,95986,0,,,,1,,,1915,,,131577,743565,2015,611988,9217.95,,,6.03721E+13
554076,11481277.00,,,,2,3,,7,2,,,1396,1396,,,,,6037,,2,,,,7,33920549,-118370767,4999,,,,,,100,261,LCR1YY,60376022,42150,3101,,96107,0,,,,1,,,1950,,,49582,92107,2015,42525,7557.03,,,6.0376E+13
689097,11800871.00,1,,,4,4,,7,4,,,2042,2042,,,,,6037,,4,,,,2,34042548,-118193188,4639,,,,,,100,261,LAR2,60372038,12447,3101,113886,96044,0,,,,1,,,1923,,,196377,428333,2015,231956,5297.02,,,6.0372E+13
513238,12480212.00,,,,1,3,,7,1,,,1098,1098,,,,,6037,,1,,,,7,33863016,-118132134,5751,,,,,,100,261,LKR1YY,60375700.02,12292,3101,,96212,0,,,,1,,,1942,,,122786,404556,2015,281770,4863.47,,,6.03757E+13
401848,17078971.00,,,,1,2,,,1,,993,993,993,,,993,,6111,1,1,2,460,,,34274800,-119267687,6063,,,,,,1110,261,,61110026,34543,2061,,97081,5,,,,,256,,1928,1,,77000,490000,2015,413000,5168.06,,,6.111E+13
685390,10730144.00,1,,,2,3,,7,2,,,1591,1591,,,,,6037,,2,,,,2,34189248,-118628507,7500,,,,,,100,261,LARS,60371352.01,12447,3101,268588,96342,0,,,,1,,,1957,,,102426,451897,2015,349471,5609.07,,,6.03714E+13
1035094,12841051.00,,,,2,3,,7,2,,,1345,1345,,,,,6037,,2,,,,7,34042748,-117942840,14369,1,,,,1,101,261,LCR106,60374075.01,118694,3101,,96488,0,,,,1,,,1951,,,90549,218841,2015,128292,1852.28,,,6.03741E+13
806732,11438864.00,,,,1,1,,7,1,,,480,480,,,,,6037,,1,,,,7,33878123,-118351145,3004,,,,,,100,261,LNC3YY,60376041.01,46178,3101,,96111,0,,,,1,,,1949,,,19149,53599,2015,34450,1026.56,,,6.0376E+13
944390,12442207.00,,,,1,2,,7,1,,,1232,1232,,,,,6037,,1,,,,7,33888424,-118157512,5000,,,,,,100,261,PAR2*,60375539.02,6395,3101,,96220,0,,,,1,,,1930,,,118141,309316,2015,191175,3883.88,,,6.03755E+13
389595,11165586.00,1,,,3,4,,4,3,,,2946,2946,,,,,6037,,3,,,,2,34396764,-118551221,5611,1,,,,1,101,261,SCUR2,60379203.31,54311,3101,48200,96378,0,,,,1,,,1969,,,204000,594000,2015,390000,7993.05,,,6.03792E+13
265798,14640714.00,,,,2.5,4,,,2.5,,,1934,1934,,,,,6059,,2,2,0,,24,33625781,-117937187,,,,,,,34,266,,60590636.03,53571,1286,,96981,8,,1,,,,,1973,2,,162833,747064,2015,584231,8230.28,,,6.05906E+13
945808,12792924.00,1,,,2,3,,4,2,,,2247,2247,,,,,6037,,2,,,,2,33930453,-118026311,28187,,,,,,100,261,LCRA6000*,60375032.01,118225,3101,,96172,0,,,,1,,,1952,,,199140,370395,2015,171255,4614.32,,,6.0375E+13
745447,10870364.00,1,,,3,3,,4,3,,,2347,2347,,,,,6037,,3,,,,2,34132526,-118503574,8152,1,,,,1,101,261,LARE15,60371397.02,12447,3101,51906,96426,0,,,,1,,,1977,,,255576,440516,2015,184940,5600.34,,,6.03714E+13
577305,14313244.00,,,,4.5,5,,,4.5,,,4609,4609,,,,,6059,1,4,2,688,TRUE,,33626035,-117850215,10450,,,1,,,122,261,,60590626.44,53571,1286,,96978,6,,1,,,,,2001,1,,1004720,2738779,2015,1734059,29457.24,,,6.05906E+13
722109,12621298.00,,,,1,2,,7,1,,,796,796,,,,,6037,,1,,,,7,33813730,-118294008,209776,,,,,,010E,266,LCRPD50002,60375436.02,118878,3101,,96160,0,,,,1,,,1973,,,96671,151538,2015,54867,2167.91,,,6.03754E+13
563326,14642725.00,,,,2.5,2,,,2.5,,,1035,1035,,,,,6059,,2,1,0,,,33738680,-117791026,,,,,,,34,266,,60590756.07,27491,1286,,97018,0,,1,,,,,1995,,,131989,435342,2015,303353,4931,,,6.05908E+13
22251,12417483.00,,,,3,4,,4,3,,,2243,2243,,,,,6037,,3,,,,2,33870807,-118089229,8333,,,,,,100,261,ATR1*,60375548.02,30267,3101,,96204,0,,,,1,,,1978,,,178083,254397,2015,76314,3200.58,,,6.03755E+13
321129,12806368.00,,,,2,3,,7,2,,,1624,1624,,,,,6037,,2,,,,2,33974264,-118081506,8031,,,,,,100,261,LCRA*,60375023.01,396556,3101,,96174,0,,,,1,,,1997,,,64060,211877,2015,147817,2952.18,Y,14,6.0375E+13
395100,12665617.00,,,,2,2,,4,2,,,1450,1450,,,,,6037,,2,,,,2,33834811,-118386568,17210,,,,,,010C,266,RBMDR*,60376213.24,33612,3101,,96123,0,,,,1,,,1977,,,275155,616098,2015,340943,7493.99,,,6.03762E+13
777253,11530451.00,,,,2,3,,7,2,,,960,960,,,,,6037,,2,,,,2,33995499,-118414061,6332,,,,,,100,261,LAR1,60372755,12447,3101,403184,96095,0,,,,1,,,1955,,,30159,137405,2015,107246,1703.4,,,6.03728E+13
480093,11580259.00,1,,,5,5,,10,5,,,5759,5759,,,,,6037,,5,,,,2,34038480,-118493926,8950,,,,,,100,261,SMR1*,60377012.01,26964,3101,,96149,0,,,,1,,,1999,,,1746781,3029339,2015,1282558,35690.9,,,6.0377E+13
928201,12138234.00,1,,,4,4,,4,4,,,3138,3138,,,,,6037,,4,,,,2,34133668,-118063168,9416,,,,,,100,261,ARR1D*,60374307.01,50749,3101,,96268,0,,,,1,,,1949,,,257513,763250,2015,505737,9121.79,,,6.03743E+13
155077,12172116.00,,,,2,4,,,2,,,1878,,,1878,,,6037,,2,,,,,34174017,-118118333,8016,,,,,,200,246,PSR1,60374614,47019,3101,273539,96292,0,,,,2,,,1922,,,61110,83684,2015,22574,1357.07,,,6.03746E+13
114722,13926916.00,,,,2,3,,,2,,,2176,2176,,,,,6059,1,2,2,400,,,33795296,-118080038,7992,1,,,,1,122,261,,60591100.06,46314,1286,,96218,5,,,,,,,1959,1,,175493,305493,2015,130000,3910.64,,,6.05911E+13
560545,13858957.00,,,,3.5,3,,,3.5,,,3055,3055,,,,,6059,,3,1,380,,,33670267,-118013945,3200,,,,,,122,261,,60590993.1,25218,1286,,96966,0,,1,,,,,1992,,,334598,493464,2015,158866,12783.5,,,6.0591E+13
493586,11152526.00,,,,3,5,,7,3,,,1824,1824,,,,,6037,,3,,,,2,34401409,-118469287,7083,,,,,,100,261,SCUR2,60379200.42,54311,3101,26134,96352,0,,,,1,,,1965,,,157342,298372,2015,141030,4165.7,,,6.03792E+13
697243,14663086.00,1,7,,2.5,3,,,2.5,,,1512,1512,,,,,6059,,2,2,0,,6,33685943,-117881470,,1,,,,1,34,266,,60590639.08,38032,1286,,96958,6,,1,6,,,,1976,2,TRUE,110659,460000,2015,349341,5260.48,,,6.05906E+13
